image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold_0.2,density_threshold_0.5,density_threshold_0.8,density_threshold_0.95,density_clahe_otsu_pred,density_clahe_otsu_orig
5120x_2025-05-16_00-59-00.tif,5120,5120x,19,1024,2560,0.015274048,0.0052986145,0.0,0.0,0.028247833251953125,0.3752593994140625
5120x_2025-05-16_00-59-00.tif,5120,5120x,20,1024,3072,0.016998291,0.005908966,0.0,0.0,0.055538177490234375,0.3314399719238281
5120x_2025-05-16_00-59-00.tif,5120,5120x,21,1536,0,0.009822845,0.002483368,1.9073486e-05,0.0,0.02365875244140625,0.38443756103515625
5120x_2025-05-16_00-59-00.tif,5120,5120x,22,1536,512,0.008804321,0.0024375916,0.0,0.0,0.012615203857421875,0.4037361145019531
5120x_2025-05-16_00-59-00.tif,5120,5120x,23,1536,1024,0.007881165,0.0022697449,0.0,0.0,0.01065826416015625,0.421295166015625
5120x_2025-05-16_00-59-00.tif,5120,5120x,24,1536,1536,0.010383606,0.0030708313,0.0,0.0,0.026668548583984375,0.42414093017578125
5120x_2025-05-16_00-59-00.tif,5120,5120x,25,1536,2048,0.008987427,0.002784729,0.0,0.0,0.0309600830078125,0.4689445495605469
5120x_2025-05-16_00-59-00.tif,5120,5120x,26,1536,2560,0.009521484,0.0031280518,0.0,0.0,0.02878570556640625,0.425689697265625
5120x_2025-05-16_00-59-00.tif,5120,5120x,27,1536,3072,0.013355255,0.0046424866,0.0,0.0,0.0317230224609375,0.4149017333984375
640x_2025-05-16_00-59-00_002.tif,640,640x,0,0,0,0.2492981,0.08039856,0.002117157,0.0,0.2529411315917969,0.14825439453125
640x_2025-05-16_00-59-00_002.tif,640,640x,1,0,512,0.23544693,0.07968521,0.0056037903,0.0,0.233367919921875,0.13343429565429688
640x_2025-05-16_00-59-00_002.tif,640,640x,2,0,1024,0.1590805,0.052570343,0.0012359619,0.0,0.1773834228515625,0.09864044189453125
640x_2025-05-16_00-59-00_002.tif,640,640x,3,0,1536,0.121471405,0.042633057,0.0002937317,0.0,0.1394805908203125,0.09319305419921875
640x_2025-05-16_00-59-00_002.tif,640,640x,4,0,2048,0.113594055,0.039333344,1.5258789e-05,0.0,0.13394927978515625,0.10868453979492188
640x_2025-05-16_00-59-00_002.tif,640,640x,5,0,2560,0.12611389,0.04152298,0.00019836426,0.0,0.14236068725585938,0.12112808227539062
640x_2025-05-16_00-59-00_002.tif,640,640x,6,0,3072,0.19281006,0.049430847,7.6293945e-05,0.0,0.19036483764648438,0.18426513671875
640x_2025-05-16_00-59-00_002.tif,640,640x,7,512,0,0.19006729,0.05602646,0.0038337708,6.1035156e-05,0.20003509521484375,0.12747955322265625
640x_2025-05-16_00-59-00_002.tif,640,640x,8,512,512,0.17123413,0.0490036,0.0010681152,0.0,0.19562149047851562,0.10925674438476562
640x_2025-05-16_00-59-00_002.tif,640,640x,9,512,1024,0.1321373,0.036125183,0.00037765503,0.0,0.16602325439453125,0.09585952758789062
